ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,category
17341,"Lamb, Veal, and Game Products","Game meat, elk, round, separable lean only, cooked, broiled",156,30.94,2.64,0,0,0,0,0.466,1.5,0,0.54,9,7.16,0.46,0.18,5,0.221,4.08,28,0.015,266,10.6,5.64,0,0.274117647,0.625,0,0.036,0.0225,0.4475,0.353846154,0.15,0.004166667,0.000245556,0.066666667,0.38,0.192727273,0.512727273,Muscle_Gain
25062,Snacks,"Snack, Mixed Berry Bar",383,13.16,10.53,58.84,26.32,7.9,27,0.116,0.51,0.6,0.29,28,0.858,0.285,0.283,105,0.244,1.89,91,1.963,343,19.8,2.64,0.03,0.068235294,0.2125,0.006666667,0.019333333,0.07,0.053625,0.219230769,0.235833333,0.0875,0.000271111,0.216666667,0.49,0.36,0.24,Weight_Gain
18217,Baked Products,"Crackers, matzo, plain",395,10,1.4,83.7,0.29,3,0,0.115,0,0,0.06,17,3.892,0.291,0.387,13,0.06,3.16,25,0.65,89,36.9,0.68,0,0.067647059,0,0,0.004,0.0425,0.24325,0.223846154,0.3225,0.010833333,6.67E-05,0.05952381,0.127142857,0.670909091,0.061818182,Weight_Gain
5087,Poultry Products,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",247,19.61,18.1,0,0,0,48,0.1,0.14,0,0.27,3,3.319,0.248,0.04,27,0.097,2.3,13,0.046,122,17.3,2.72,0.053333333,0.058823529,0.058333333,0,0.018,0.0075,0.2074375,0.190769231,0.033333333,0.0225,0.000107778,0.030952381,0.174285714,0.314545455,0.247272727,General_Food
8625,Breakfast Cereals,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch",402,4.41,5.66,85.14,43.82,2.5,0,2.12,0,0.1,0.42,0,20.56,1.8,1.6,11,0,19.6,54,0,167,0,15.42,0,1.247058824,0,0.001111111,0.028,0,1.285,1.384615385,1.333333333,0.009166667,0,0.128571429,0.238571429,0,1.401818182,Weight_Gain
14614,Beverages,"V8 SPLASH Juice Drinks, Mango Peach",33,0,0,8.23,8.23,0,0,0,0,24.7,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274444444,0.074,0,0,0,0,0,0,0,0,0,0,General_Food
31026,Vegetables and Vegetable Products,"Potatoes, yellow fleshed, roasted, salt added in processing, frozen, unprepared",119,1.99,1.85,23.44,0.31,2.6,0,0,0,6,0,0,0,0,0,11,0,0.45,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.009166667,0,0,0,0,0,General_Food
14269,Beverages,"Fruit punch drink, frozen concentrate, prepared with water",46,0.06,0,11.66,0,0.1,1,0.006,0,43.8,0,1,0.021,0.013,0.01,4,0.032,0.09,2,0.102,1,0,0.02,0.001111111,0.003529412,0,0.486666667,0,0.0025,0.0013125,0.01,0.008333333,0.003333333,3.56E-05,0.004761905,0.001428571,0,0.001818182,General_Food
16252,Legumes and Legume Products,SILK Plain soy yogurt,66,2.64,1.76,9.69,5.29,0.4,0,0,0,13.2,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0.146666667,0,0,0,0,0,0.11,0,0,0,0,0,General_Food
12088,Nut and Seed Products,"Nuts, cashew butter, plain, without salt added",587,17.56,49.41,27.57,0,2,0,0.252,0,0,0,68,1.599,0.187,0.312,43,2.19,5.03,258,0.815,457,11.5,5.16,0,0.148235294,0,0,0,0.17,0.0999375,0.143846154,0.26,0.035833333,0.002433333,0.614285714,0.652857143,0.209090909,0.469090909,Weight_Gain
14632,Beverages,"Meal supplement drink, NESTLE, SUPLIGEN, canned, peanut flavor",101,3.5,3.07,14.74,0,0,0,0.54,0.53,0.7,0.09,0,6.6,1.3,0.43,110,0.03,2.2,16,0.071,110,0,0.42,0,0.317647059,0.220833333,0.007777778,0.006,0,0.4125,1,0.358333333,0.091666667,3.33E-05,0.038095238,0.157142857,0,0.038181818,General_Food
16120,Legumes and Legume Products,"Soymilk, original and vanilla, unfortified",54,3.27,1.75,6.28,3.99,0.6,0,0.077,0,0,0.11,18,0.513,0.069,0.06,25,0.128,0.64,25,0.223,52,4.8,0.12,0,0.045294118,0,0,0.007333333,0.045,0.0320625,0.053076923,0.05,0.020833333,0.000142222,0.05952381,0.074285714,0.087272727,0.010909091,General_Food
19312,Sweets,"Pie fillings, apple, canned",100,0.1,0.1,26.1,13.8,1,2,0.016,0,1.7,0.04,0,0.035,0.011,0.012,4,0.055,0.29,2,0.027,7,0.3,0.04,0.002222222,0.009411765,0,0.018888889,0.002666667,0,0.0021875,0.008461538,0.01,0.003333333,6.11E-05,0.004761905,0.01,0.005454545,0.003636364,General_Food
16522,Legumes and Legume Products,"WORTHINGTON Vegetable Steaks, canned, unprepared",113,20.7,1.2,5.1,0.5,2.2,0,0.3,4.2,0,0,0,5.6,0.1,0.7,6,0,3.8,0,0,77,0,1.1,0,0.176470588,1.75,0,0,0,0.35,0.076923077,0.583333333,0.005,0,0,0.11,0,0.1,General_Food
1105,Dairy and Egg Products,"Milk, chocolate beverage, hot cocoa, homemade",77,3.52,2.34,10.74,9.66,1,51,0.04,0.49,0.2,0.03,5,0.133,0.182,0.039,114,0.103,0.42,23,0.013,105,2.7,0.63,0.056666667,0.023529412,0.204166667,0.002222222,0.002,0.0125,0.0083125,0.14,0.0325,0.095,0.000114444,0.054761905,0.15,0.049090909,0.057272727,General_Food
19240,Sweets,"Frostings, chocolate, creamy, dry mix",389,1.3,5.2,92,0,2.4,0,0.08,0,0,0,3,0.142,0.029,0.006,11,0.294,1.19,38,0.333,62,1.6,0.81,0,0.047058824,0,0,0,0.0075,0.008875,0.022307692,0.005,0.009166667,0.000326667,0.09047619,0.088571429,0.029090909,0.073636364,Weight_Gain
8273,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, BOO BERRY",386,5.5,4.3,85.4,27.29,4.2,421,1.51,4.5,18.2,0.58,502,15.19,1.29,1.1,303,0.129,13.6,48,0,182,6.5,11.39,0.467777778,0.888235294,1.875,0.202222222,0.038666667,1.255,0.949375,0.992307692,0.916666667,0.2525,0.000143333,0.114285714,0.26,0.118181818,1.035454545,Weight_Gain
16237,Legumes and Legume Products,"SILK Chocolate, soymilk",58,2.06,1.44,9.47,7.82,0.8,0,0,1.23,0,0,0,0,0.21,0,123,0,0.59,16,0,0,1.7,0.25,0,0,0.5125,0,0,0,0,0.161538462,0,0.1025,0,0.038095238,0,0.030909091,0.022727273,General_Food
20019,Cereal Grains and Pasta,"Corn flour, masa, unenriched, white",363,8.46,3.69,76.59,1.61,6.4,0,0.475,0,0,0.12,29,1.634,0.097,0.223,138,0.209,1.47,93,0.376,231,10.5,1.8,0,0.279411765,0,0,0.008,0.0725,0.102125,0.074615385,0.185833333,0.115,0.000232222,0.221428571,0.33,0.190909091,0.163636364,Weight_Gain
10170,Pork Products,"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",269,16.47,21.98,0,0,0,0,0.26,1.3,0.3,0,3,2.72,0.22,0.54,7,0.09,0.82,13,0.033,199,22,2.35,0,0.152941176,0.541666667,0.003333333,0,0.0075,0.17,0.169230769,0.45,0.005833333,0.0001,0.030952381,0.284285714,0.4,0.213636364,General_Food
16372,Legumes and Legume Products,"Lima beans, large, mature seeds, cooked, boiled, with salt",115,7.8,0.38,20.88,2.9,7,0,0.161,0,0,0.18,83,0.421,0.055,0.161,17,0.235,2.39,43,0.516,111,4.5,0.95,0,0.094705882,0,0,0.012,0.2075,0.0263125,0.042307692,0.134166667,0.014166667,0.000261111,0.102380952,0.158571429,0.081818182,0.086363636,Weight_Loss
17278,"Lamb, Veal, and Game Products","Veal, shank (fore and hind), separable lean only, raw",108,19.28,2.83,0,0,0,0,0.44,1.37,0,0,15,7.6,0.27,0.08,20,0.074,0.76,21,0.009,192,8,4.02,0,0.258823529,0.570833333,0,0,0.0375,0.475,0.207692308,0.066666667,0.016666667,8.22E-05,0.05,0.274285714,0.145454545,0.365454545,General_Food
21056,Fast Foods,"Fast foods, salad, vegetable, tossed, without dressing, with shrimp",45,6.15,1.05,2.8,0,0,17,0.06,1.6,3.9,0,37,0.49,0.07,0.05,25,0.068,0.38,16,0.06,68,16.2,0.54,0.018888889,0.035294118,0.666666667,0.043333333,0,0.0925,0.030625,0.053846154,0.041666667,0.020833333,7.56E-05,0.038095238,0.097142857,0.294545455,0.049090909,General_Food
16061,Legumes and Legume Products,"Cowpeas, catjang, mature seeds, cooked, boiled, without salt",117,8.13,0.71,20.32,0,3.6,1,0.092,0,0.4,0,142,0.714,0.046,0.162,26,0.271,3.05,96,0.473,142,2.5,1.87,0.001111111,0.054117647,0,0.004444444,0,0.355,0.044625,0.035384615,0.135,0.021666667,0.000301111,0.228571429,0.202857143,0.045454545,0.17,Weight_Loss
28088,Baked Products,"KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/Spiderman",498,4.1,23.6,68.8,33.8,1.9,0,0,0,0,0,0,2.1,0.2,0.34,0,0,0,13,0,74,0,0.2,0,0,0,0,0,0,0.13125,0.153846154,0.283333333,0,0,0.030952381,0.105714286,0,0.018181818,Weight_Gain
17192,"Lamb, Veal, and Game Products","Lamb, variety meats and by-products, heart, cooked, braised",185,24.97,7.91,1.93,0,0,0,0.3,11.2,7,0,2,4.36,1.19,0.17,14,0.61,5.52,24,0.055,254,47,3.68,0,0.176470588,4.666666667,0.077777778,0,0.005,0.2725,0.915384615,0.141666667,0.011666667,0.000677778,0.057142857,0.362857143,0.854545455,0.334545455,General_Food
11744,Vegetables and Vegetable Products,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",28,3.1,0.11,5.35,1.44,3,56,0.13,0,40.1,1.32,30,0.458,0.081,0.055,51,0.043,0.61,20,0.325,55,1.9,0.3,0.062222222,0.076470588,0,0.445555556,0.088,0.075,0.028625,0.062307692,0.045833333,0.0425,4.78E-05,0.047619048,0.078571429,0.034545455,0.027272727,General_Food
16073,Legumes and Legume Products,"Lima beans, large, mature seeds, canned",79,4.93,0.17,14.91,0,4.8,0,0.091,0,0,0,50,0.261,0.034,0.055,21,0.18,1.81,39,0.363,74,4.5,0.65,0,0.053529412,0,0,0,0.125,0.0163125,0.026153846,0.045833333,0.0175,0.0002,0.092857143,0.105714286,0.081818182,0.059090909,Weight_Loss
23475,Beef Products,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",184,27.03,8.43,0,0,0,3,0.353,2.49,0,0.12,6,5.408,0.171,0.035,10,0.079,2.99,21,0.01,197,22,6.78,0.003333333,0.207647059,1.0375,0,0.008,0.015,0.338,0.131538462,0.029166667,0.008333333,8.78E-05,0.05,0.281428571,0.4,0.616363636,General_Food
14037,Beverages,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",231,0,0,0,0,0,0,0.001,0,0,0,0,0.013,0.004,0.006,0,0.021,0.04,0,0.018,4,0,0.04,0,0.000588235,0,0,0,0,0.0008125,0.003076923,0.005,0,2.33E-05,0,0.005714286,0,0.003636364,General_Food
23616,Beef Products,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",128,22.88,3.38,0,0,0,0,0.672,1.91,0,0.29,14,6.958,0.165,0.096,20,0.101,2.12,25,0.014,221,28.6,4.28,0,0.395294118,0.795833333,0,0.019333333,0.035,0.434875,0.126923077,0.08,0.016666667,0.000112222,0.05952381,0.315714286,0.52,0.389090909,General_Food
7920,Sausages and Luncheon Meats,"Swisswurst, pork and beef, with swiss cheese, smoked",307,12.69,27.37,1.6,0,0,100,0.13,1.73,0,0,3,2.9,0.16,0.249,74,0.07,0.72,13,0.032,178,7.5,2.25,0.111111111,0.076470588,0.720833333,0,0,0.0075,0.18125,0.123076923,0.2075,0.061666667,7.78E-05,0.030952381,0.254285714,0.136363636,0.204545455,Weight_Gain
2030,Spices and Herbs,"Spices, pepper, black",251,10.39,3.26,63.95,0.64,25.3,27,0.291,0,0,1.04,17,1.143,0.18,0.108,443,1.33,9.71,171,12.753,158,4.9,1.19,0.03,0.171176471,0,0,0.069333333,0.0425,0.0714375,0.138461538,0.09,0.369166667,0.001477778,0.407142857,0.225714286,0.089090909,0.108181818,Weight_Loss
6377,"Soups, Sauces, and Gravies","CAMPBELL'S, Tomato Soup, condensed",71,1.46,0.44,15.22,8.23,1.1,0,0,0,4.8,0,0,0.858,0.015,0.042,13,0.05,0.59,14,0.138,31,3,0.18,0,0,0,0.053333333,0,0,0.053625,0.011538462,0.035,0.010833333,5.56E-05,0.033333333,0.044285714,0.054545455,0.016363636,General_Food
11604,Vegetables and Vegetable Products,"Yambean (jicama), cooked, boiled, drained, without salt",38,0.72,0.09,8.82,0,0,1,0.04,0,14.1,0,8,0.19,0.028,0.017,11,0.046,0.57,11,0.057,16,0.7,0.15,0.001111111,0.023529412,0,0.156666667,0,0.02,0.011875,0.021538462,0.014166667,0.009166667,5.11E-05,0.026190476,0.022857143,0.012727273,0.013636364,General_Food
11084,Vegetables and Vegetable Products,"Beets, canned, drained solids",31,0.91,0.14,7.21,5.51,1.8,1,0.057,0,4.1,0.03,30,0.157,0.04,0.01,15,0.059,1.82,17,0.287,17,0.5,0.21,0.001111111,0.033529412,0,0.045555556,0.002,0.075,0.0098125,0.030769231,0.008333333,0.0125,6.56E-05,0.04047619,0.024285714,0.009090909,0.019090909,General_Food
12193,Nut and Seed Products,"Seeds, sisymbrium sp. seeds, whole, dried",318,12.14,4.6,58.26,0,0,3,0.778,0,30.7,0,95,16.825,0.423,0.191,1633,0.11,0.11,314,1.512,6,0,0.3,0.003333333,0.457647059,0,0.341111111,0,0.2375,1.0515625,0.325384615,0.159166667,1.360833333,0.000122222,0.747619048,0.008571429,0,0.027272727,Weight_Gain
35229,American Indian/Alaska Native Foods,"Sea lion, Steller, meat (Alaska Native)",120,25.85,1.88,0,0,0,0,0,0,0,0,0,0,0,0,6,0.527,11.48,22,0.017,253,111.8,3.32,0,0,0,0,0,0,0,0,0,0.005,0.000585556,0.052380952,0.361428571,2.032727273,0.301818182,Muscle_Gain
11242,Vegetables and Vegetable Products,"Kohlrabi, cooked, boiled, drained, without salt",29,1.8,0.11,6.69,2.8,1.1,2,0.154,0,54,0.52,12,0.39,0.02,0.04,25,0.132,0.4,19,0.142,45,0.8,0.31,0.002222222,0.090588235,0,0.6,0.034666667,0.03,0.024375,0.015384615,0.033333333,0.020833333,0.000146667,0.045238095,0.064285714,0.014545455,0.028181818,General_Food
18999,Baked Products,"KELLOGG'S, EGGO, Mini Muffin Tops, Blueberry",293,5,10.2,45.8,18.1,1,326,0.43,1.3,0,0,0,4.3,0.37,0.33,217,0,5.9,13,0,342,0,0.4,0.362222222,0.252941176,0.541666667,0,0,0,0.26875,0.284615385,0.275,0.180833333,0,0.030952381,0.488571429,0,0.036363636,General_Food
16216,Legumes and Legume Products,"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",47,3.2,1.8,4.5,2,0.4,0,0,0,0,0,0,0,0,0,17,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014166667,0,0,0,0,0,General_Food
17314,"Lamb, Veal, and Game Products","Lamb, Australian, imported, fresh, rib, separable lean and fat, trimmed to 1/8"" fat, raw",289,16.46,24.2,0,0,0,0,0.347,1.62,0,0,0,5.103,0.232,0.145,13,0.12,1.34,18,0.009,156,6.9,2.51,0,0.204117647,0.675,0,0,0,0.3189375,0.178461538,0.120833333,0.010833333,0.000133333,0.042857143,0.222857143,0.125454545,0.228181818,General_Food
9288,Fruits and Fruit Juices,"Prunes, canned, heavy syrup pack, solids and liquids",105,0.87,0.2,27.8,0,3.8,40,0.203,0,2.8,0,0,0.866,0.122,0.034,17,0.118,0.41,15,0.098,26,0,0.19,0.044444444,0.119411765,0,0.031111111,0,0,0.054125,0.093846154,0.028333333,0.014166667,0.000131111,0.035714286,0.037142857,0,0.017272727,Weight_Loss
12202,Nut and Seed Products,"Nuts, chestnuts, japanese, raw",154,2.25,0.53,34.91,0,0,2,0.283,0,26.3,0,47,1.5,0.163,0.344,31,0.562,1.45,49,1.591,72,0,1.1,0.002222222,0.166470588,0,0.292222222,0,0.1175,0.09375,0.125384615,0.286666667,0.025833333,0.000624444,0.116666667,0.102857143,0,0.1,General_Food
23558,Beef Products,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",174,26.29,6.8,0,0,0,3,0.412,2.47,0,0.12,7,5.939,0.176,0.042,7,0.096,2.83,22,0.014,206,21.5,6.43,0.003333333,0.242352941,1.029166667,0,0.008,0.0175,0.3711875,0.135384615,0.035,0.005833333,0.000106667,0.052380952,0.294285714,0.390909091,0.584545455,General_Food
9427,Fruits and Fruit Juices,"Abiyuch, raw",69,1.5,0.1,17.6,8.55,5.3,5,0,0,54.1,0,0,0,0,0,8,0.057,1.61,24,0.182,47,0,0.31,0.005555556,0,0,0.601111111,0,0,0,0,0,0.006666667,6.33E-05,0.057142857,0.067142857,0,0.028181818,Weight_Loss
4027,Fats and Oils,"Salad dressing, mayonnaise, imitation, soybean",232,0.3,19.2,16,6,0,0,0,0,0,2,0,0,0,0,0,0.01,0,0,0,0,1.6,0.11,0,0,0,0,0.133333333,0,0,0,0,0,1.11E-05,0,0,0.029090909,0.01,General_Food
3304,Baby Foods,"Babyfood, dinner, potatoes with cheese and ham, toddler",78,3.5,2,11.97,0.8,1.2,8,0.16,0.07,0.1,0.02,6,1.06,0.1,0.05,53,0.06,0.4,14,0.018,108,5.5,0.6,0.008888889,0.094117647,0.029166667,0.001111111,0.001333333,0.015,0.06625,0.076923077,0.041666667,0.044166667,6.67E-05,0.033333333,0.154285714,0.1,0.054545455,General_Food
28294,Baked Products,"Cookie, chocolate, with icing or coating",507,4.5,24.2,67.87,32,2.3,0,0.023,0.02,0,2.79,92,2.5,0.19,0.29,15,0.267,3,25,0,75,11.8,0.3,0,0.013529412,0.008333333,0,0.186,0.23,0.15625,0.146153846,0.241666667,0.0125,0.000296667,0.05952381,0.107142857,0.214545455,0.027272727,Weight_Gain
18146,Baked Products,"Cake, yellow, prepared from recipe without frosting",361,5.3,14.6,53,0,0.7,40,0.036,0.16,0.2,0,51,1.456,0.233,0.183,146,0.056,1.64,12,0.19,117,13.7,0.45,0.044444444,0.021176471,0.066666667,0.002222222,0,0.1275,0.091,0.179230769,0.1525,0.121666667,6.22E-05,0.028571429,0.167142857,0.249090909,0.040909091,Weight_Gain
11430,Vegetables and Vegetable Products,"Radishes, oriental, raw",18,0.6,0.1,4.1,2.5,1.6,0,0.046,0,22,0,28,0.2,0.02,0.02,27,0.115,0.4,16,0.038,23,0.7,0.15,0,0.027058824,0,0.244444444,0,0.07,0.0125,0.015384615,0.016666667,0.0225,0.000127778,0.038095238,0.032857143,0.012727273,0.013636364,General_Food
18950,Baked Products,"Crackers, wheat, reduced fat",444,9.34,13.37,71.52,15.01,3.4,0,0.15,0.14,0,1.18,197,5.123,0.27,0.625,80,0.223,5.02,47,2.127,258,10.4,1.74,0,0.088235294,0.058333333,0,0.078666667,0.4925,0.3201875,0.207692308,0.520833333,0.066666667,0.000247778,0.111904762,0.368571429,0.189090909,0.158181818,Weight_Gain
2019,Spices and Herbs,"Spices, fenugreek seed",323,23,6.41,58.35,0,24.6,3,0.6,0,3,0,57,1.64,0.366,0.322,176,1.11,33.53,191,1.228,296,6.3,2.5,0.003333333,0.352941176,0,0.033333333,0,0.1425,0.1025,0.281538462,0.268333333,0.146666667,0.001233333,0.454761905,0.422857143,0.114545455,0.227272727,Weight_Gain
22120,Legumes and Legume Products,"MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, frozen, unprepared",143,17.8,4.3,8.3,1.1,4.7,0,0.8,8.3,0,0,0,11.6,0.2,1.2,33,0,5.2,0,0,201,0,1.1,0,0.470588235,3.458333333,0,0,0,0.725,0.153846154,1,0.0275,0,0,0.287142857,0,0.1,Weight_Loss
1110,Dairy and Egg Products,"Milk shakes, thick chocolate",119,3.05,2.7,21.15,20.85,0.3,18,0.025,0.32,0,0.05,5,0.124,0.222,0.047,132,0.065,0.31,16,0.039,126,1.9,0.48,0.02,0.014705882,0.133333333,0,0.003333333,0.0125,0.00775,0.170769231,0.039166667,0.11,7.22E-05,0.038095238,0.18,0.034545455,0.043636364,General_Food
11414,Vegetables and Vegetable Products,"Potato salad, home-prepared",143,2.68,8.2,11.17,0,1.3,32,0.141,0,10,0,7,0.89,0.06,0.077,19,0.118,0.65,15,0.101,52,4.1,0.31,0.035555556,0.082941176,0,0.111111111,0,0.0175,0.055625,0.046153846,0.064166667,0.015833333,0.000131111,0.035714286,0.074285714,0.074545455,0.028181818,General_Food
13066,Beef Products,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",263,26.98,16.44,0,0,0,0,0.35,3.3,0,0.69,9,4.42,0.18,0.14,6,0.119,3.33,23,0.018,256,30.4,5.77,0,0.205882353,1.375,0,0.046,0.0225,0.27625,0.138461538,0.116666667,0.005,0.000132222,0.054761905,0.365714286,0.552727273,0.524545455,General_Food
19086,Sweets,"Candies, confectioner's coating, peanut butter",529,18.3,29.8,46.88,38.3,5,0,0.17,0.2,0.3,1.36,77,8.2,0.2,0.232,110,0.4,1.7,110,1.4,310,3.9,2,0,0.1,0.083333333,0.003333333,0.090666667,0.1925,0.5125,0.153846154,0.193333333,0.091666667,0.000444444,0.261904762,0.442857143,0.070909091,0.181818182,Weight_Gain
10898,Pork Products,"Pork, pickled pork hocks",171,19.11,10.54,0,0,0,23,0.064,0.51,0,0.17,1,1.1,0.068,0.08,19,0.082,1.14,6,0.022,60,26.3,2.38,0.025555556,0.037647059,0.2125,0,0.011333333,0.0025,0.06875,0.052307692,0.066666667,0.015833333,9.11E-05,0.014285714,0.085714286,0.478181818,0.216363636,General_Food
15092,Finfish and Shellfish Products,"Fish, sea bass, mixed species, cooked, dry heat",124,23.63,2.56,0,0,0,64,0.46,0.3,0,0,6,1.9,0.15,0.13,13,0.024,0.37,53,0.02,248,46.8,0.52,0.071111111,0.270588235,0.125,0,0,0.015,0.11875,0.115384615,0.108333333,0.010833333,2.67E-05,0.126190476,0.354285714,0.850909091,0.047272727,Muscle_Gain
12011,Nut and Seed Products,"Seeds, cottonseed meal, partially defatted (glandless)",367,49.1,4.77,38.43,0,0,23,0.811,0,2.5,0,242,4.286,0.42,2.217,504,0.001,13.35,760,2.26,1684,0,12.32,0.025555556,0.477058824,0,0.027777778,0,0.605,0.267875,0.323076923,1.8475,0.42,1.11E-06,1.80952381,2.405714286,0,1.12,Weight_Gain
4645,Fats and Oils,"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",884,0,100,0,0,0,0,0,0,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164,0,0,0,0,0,0,0,0,0,0,Weight_Gain
3206,Baby Foods,"Babyfood, cookie, baby, fruit",435,6.8,12.6,73.7,24.2,3.4,117,0.21,0.22,1.5,1.48,167,3.6,0.42,0.44,83,0.04,2.9,30,0.22,189,20.5,0.8,0.13,0.123529412,0.091666667,0.016666667,0.098666667,0.4175,0.225,0.323076923,0.366666667,0.069166667,4.44E-05,0.071428571,0.27,0.372727273,0.072727273,Weight_Gain
3283,Baby Foods,"Babyfood, vegetables, garden vegetable, strained",32,2.3,0.2,6.8,2.57,1.5,303,0.1,0,5.7,0.52,40,0.779,0.069,0.061,28,0.07,0.83,21,0,28,0.7,0.26,0.336666667,0.058823529,0,0.063333333,0.034666667,0.1,0.0486875,0.053076923,0.050833333,0.023333333,7.78E-05,0.05,0.04,0.012727273,0.023636364,General_Food
6537,"Soups, Sauces, and Gravies",CAMPBELL'S Homestyle HEALTHY REQUEST Mexican Style Chicken Tortilla,53,2.86,1.02,7.76,1.22,1.2,0,0,0,0.5,0,0,0,0,0,16,0,0.44,0,0,0,0,0,0,0,0,0.005555556,0,0,0,0,0,0.013333333,0,0,0,0,0,General_Food
14303,Beverages,"Limeade, frozen concentrate, prepared with water",52,0,0,13.79,13.27,0,0,0.004,0,3.1,0,1,0.009,0.003,0.002,2,0.016,0,2,0.001,1,0.1,0.01,0,0.002352941,0,0.034444444,0,0.0025,0.0005625,0.002307692,0.001666667,0.001666667,1.78E-05,0.004761905,0.001428571,0.001818182,0.000909091,General_Food
23374,Beef Products,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",135,22.16,5.1,0,0,0,2,0.622,3.72,0,0.22,4,5.125,0.335,0.057,14,0.068,2.48,13,0.008,222,21.5,3.37,0.002222222,0.365882353,1.55,0,0.014666667,0.01,0.3203125,0.257692308,0.0475,0.011666667,7.56E-05,0.030952381,0.317142857,0.390909091,0.306363636,General_Food
14021,Beverages,"Beverages,  Energy drink, Citrus",45,0,0,11.27,10.42,0,0,0,0,25,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0.006666667,0,0,0,0,0,General_Food
21023,Fast Foods,"Fast foods, french toast with butter",264,7.66,13.9,26.7,0,0,101,0.04,0.27,0.1,0,76,2.9,0.37,0.43,54,0.048,1.4,12,0.155,108,15.5,0.44,0.112222222,0.023529412,0.1125,0.001111111,0,0.19,0.18125,0.284615385,0.358333333,0.045,5.33E-05,0.028571429,0.154285714,0.281818182,0.04,General_Food
3926,Baby Foods,"Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, liquid concentrate, not reconstituted",128,3.2,6.5,14.1,11.2,0,100,0.076,0.38,15.2,1.86,35,1.65,0.119,0.076,133,0.152,2.29,14,0,80,2.5,1.14,0.111111111,0.044705882,0.158333333,0.168888889,0.124,0.0875,0.103125,0.091538462,0.063333333,0.110833333,0.000168889,0.033333333,0.114285714,0.045454545,0.103636364,General_Food
16434,Legumes and Legume Products,"Yardlong beans, mature seeds, cooked, boiled, with salt",118,8.29,0.45,21.09,0,3.8,1,0.095,0,0.4,0,146,0.551,0.064,0.212,42,0.225,2.64,98,0.487,181,2.8,1.08,0.001111111,0.055882353,0,0.004444444,0,0.365,0.0344375,0.049230769,0.176666667,0.035,0.00025,0.233333333,0.258571429,0.050909091,0.098181818,Weight_Loss
5092,Poultry Products,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",277,21.61,16.53,9.08,0,0.3,29,0.26,0.28,0,0,26,5.715,0.227,0.119,18,0.082,1.45,21,0.057,155,23.2,2.04,0.032222222,0.152941176,0.116666667,0,0,0.065,0.3571875,0.174615385,0.099166667,0.015,9.11E-05,0.05,0.221428571,0.421818182,0.185454545,General_Food
22975,"Meals, Entrees, and Side Dishes","Chicken, nuggets, white meat, precooked, frozen, not reheated",261,14.36,15.42,16.24,1.27,0.7,16,0.331,0.23,0,1.18,5,6.736,0.055,0.106,38,0.139,1.43,35,0.46,213,17,0.75,0.017777778,0.194705882,0.095833333,0,0.078666667,0.0125,0.421,0.042307692,0.088333333,0.031666667,0.000154444,0.083333333,0.304285714,0.309090909,0.068181818,General_Food
